locus_tag	ftype	length_bp	gene	EC_number	COG	product
AFKFBACJ_01804	CDS	1686	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
AFKFBACJ_01805	gene	501	mcl1			
AFKFBACJ_01805	CDS	501	mcl1	4.1.3.24	COG2301	L-malyl-CoA/beta-methylmalyl-CoA lyase
AFKFBACJ_01806	gene	1164	bamB			
AFKFBACJ_01806	CDS	1164	bamB		COG1520	Outer membrane protein assembly factor BamB
AFKFBACJ_01807	gene	702				
AFKFBACJ_01807	CDS	702				hypothetical protein
AFKFBACJ_01808	gene	1275	hisS			
AFKFBACJ_01808	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
AFKFBACJ_01809	gene	237				
AFKFBACJ_01809	CDS	237				hypothetical protein
AFKFBACJ_01810	gene	492	resA_6			
AFKFBACJ_01810	CDS	492	resA_6			Thiol-disulfide oxidoreductase ResA
AFKFBACJ_01811	gene	1356				
AFKFBACJ_01811	CDS	1356				putative protein
AFKFBACJ_01812	gene	1110				
AFKFBACJ_01812	CDS	1110				hypothetical protein
AFKFBACJ_01813	gene	1119				
AFKFBACJ_01813	CDS	1119				hypothetical protein
AFKFBACJ_01814	gene	1428	yjmB			
AFKFBACJ_01814	CDS	1428	yjmB		COG2211	putative symporter YjmB
AFKFBACJ_01815	gene	777				
AFKFBACJ_01815	CDS	777				hypothetical protein
AFKFBACJ_01816	gene	1920				
AFKFBACJ_01816	CDS	1920				hypothetical protein
AFKFBACJ_01817	gene	459	ynfM_3			
AFKFBACJ_01817	CDS	459	ynfM_3			Inner membrane transport protein YnfM
AFKFBACJ_01818	gene	1611				
AFKFBACJ_01818	CDS	1611				hypothetical protein
AFKFBACJ_01819	gene	1707				
AFKFBACJ_01819	CDS	1707				hypothetical protein
AFKFBACJ_01820	gene	609	gstB_2			
AFKFBACJ_01820	CDS	609	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
AFKFBACJ_01821	gene	387				
AFKFBACJ_01821	CDS	387				hypothetical protein
AFKFBACJ_01822	gene	726				
AFKFBACJ_01822	CDS	726				hypothetical protein
AFKFBACJ_01823	gene	354				
AFKFBACJ_01823	CDS	354				hypothetical protein
AFKFBACJ_01824	gene	522				
AFKFBACJ_01824	CDS	522				hypothetical protein
AFKFBACJ_01825	gene	486				
AFKFBACJ_01825	CDS	486				hypothetical protein
AFKFBACJ_01826	gene	1485	oprM_5			
AFKFBACJ_01826	CDS	1485	oprM_5		COG1538	Outer membrane protein OprM
AFKFBACJ_01827	gene	1197	emrA_3			
AFKFBACJ_01827	CDS	1197	emrA_3		COG1566	Multidrug export protein EmrA
AFKFBACJ_01828	gene	243				
AFKFBACJ_01828	CDS	243				hypothetical protein
AFKFBACJ_01829	gene	732				
AFKFBACJ_01829	CDS	732				hypothetical protein
AFKFBACJ_01830	gene	795	rcsB			
AFKFBACJ_01830	CDS	795	rcsB			Transcriptional regulatory protein RcsB
AFKFBACJ_01831	gene	846				
AFKFBACJ_01831	CDS	846				hypothetical protein
AFKFBACJ_01832	gene	333				
AFKFBACJ_01832	CDS	333				hypothetical protein
AFKFBACJ_01833	gene	405	menI			
AFKFBACJ_01833	CDS	405	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
AFKFBACJ_01834	gene	285				
AFKFBACJ_01834	CDS	285				hypothetical protein
AFKFBACJ_01835	gene	909				
AFKFBACJ_01835	CDS	909				hypothetical protein
AFKFBACJ_01836	gene	300				
AFKFBACJ_01836	CDS	300				hypothetical protein
AFKFBACJ_01837	gene	279				
AFKFBACJ_01837	CDS	279				hypothetical protein
AFKFBACJ_01838	gene	960				
AFKFBACJ_01838	CDS	960				hypothetical protein
AFKFBACJ_01839	gene	534				
AFKFBACJ_01839	CDS	534				hypothetical protein
AFKFBACJ_01840	gene	870				
AFKFBACJ_01840	CDS	870				hypothetical protein
AFKFBACJ_01841	gene	414				
AFKFBACJ_01841	CDS	414				hypothetical protein
AFKFBACJ_01842	gene	489	hisI			
AFKFBACJ_01842	CDS	489	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
AFKFBACJ_01843	gene	732				
AFKFBACJ_01843	CDS	732				hypothetical protein
AFKFBACJ_01844	gene	474				
AFKFBACJ_01844	CDS	474				hypothetical protein
AFKFBACJ_01845	gene	198				
AFKFBACJ_01845	CDS	198				hypothetical protein
AFKFBACJ_01846	gene	513	mshD			
AFKFBACJ_01846	CDS	513	mshD	2.3.1.189		Mycothiol acetyltransferase
AFKFBACJ_01847	gene	855				
AFKFBACJ_01847	CDS	855				hypothetical protein
AFKFBACJ_01848	gene	1242				
AFKFBACJ_01848	CDS	1242				hypothetical protein
AFKFBACJ_01849	gene	261				
AFKFBACJ_01849	CDS	261				hypothetical protein
AFKFBACJ_01850	gene	369				
AFKFBACJ_01850	CDS	369				hypothetical protein
AFKFBACJ_01851	gene	966				
AFKFBACJ_01851	CDS	966				hypothetical protein
AFKFBACJ_01852	gene	870	rhaR_2			
AFKFBACJ_01852	CDS	870	rhaR_2			HTH-type transcriptional activator RhaR
AFKFBACJ_01853	gene	369				
AFKFBACJ_01853	CDS	369				hypothetical protein
AFKFBACJ_01854	gene	684	evgS			
AFKFBACJ_01854	CDS	684	evgS	2.7.13.3	COG0784	Sensor protein EvgS
AFKFBACJ_01855	gene	762	COQ5_4			
AFKFBACJ_01855	CDS	762	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AFKFBACJ_01856	gene	786				
AFKFBACJ_01856	CDS	786			COG0596	putative protein
AFKFBACJ_01857	gene	438				
AFKFBACJ_01857	CDS	438				hypothetical protein
AFKFBACJ_01858	gene	402				
AFKFBACJ_01858	CDS	402				hypothetical protein
AFKFBACJ_01859	gene	765				
AFKFBACJ_01859	CDS	765				hypothetical protein
AFKFBACJ_01860	gene	333				
AFKFBACJ_01860	CDS	333				hypothetical protein
AFKFBACJ_01861	gene	342				
AFKFBACJ_01861	CDS	342				hypothetical protein
AFKFBACJ_01862	gene	1710				
AFKFBACJ_01862	CDS	1710				hypothetical protein
AFKFBACJ_01863	gene	318	rnhA			
AFKFBACJ_01863	CDS	318	rnhA	3.1.26.4	COG0328	Ribonuclease HI
AFKFBACJ_01864	gene	735	dnaQ			
AFKFBACJ_01864	CDS	735	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
AFKFBACJ_01865	gene	948	COQ5_5			
AFKFBACJ_01865	CDS	948	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AFKFBACJ_01866	gene	708				
AFKFBACJ_01866	CDS	708				hypothetical protein
AFKFBACJ_01867	gene	909				
AFKFBACJ_01867	CDS	909				hypothetical protein
AFKFBACJ_01868	gene	744	rhtB			
AFKFBACJ_01868	CDS	744	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
AFKFBACJ_01869	gene	960				
AFKFBACJ_01869	CDS	960			COG2220	putative protein
AFKFBACJ_01870	gene	435				
AFKFBACJ_01870	CDS	435				hypothetical protein
AFKFBACJ_01871	gene	738				
AFKFBACJ_01871	CDS	738				hypothetical protein
AFKFBACJ_01872	gene	1317				
AFKFBACJ_01872	CDS	1317				hypothetical protein
AFKFBACJ_01873	gene	1308				
AFKFBACJ_01873	CDS	1308				hypothetical protein
AFKFBACJ_01874	gene	1248	steT_1			
AFKFBACJ_01874	CDS	1248	steT_1		COG0531	Serine/threonine exchanger SteT
AFKFBACJ_01875	gene	1290	nanT_2			
AFKFBACJ_01875	CDS	1290	nanT_2			Sialic acid transporter NanT
AFKFBACJ_01876	gene	765				
AFKFBACJ_01876	CDS	765				hypothetical protein
AFKFBACJ_01877	gene	525				
AFKFBACJ_01877	CDS	525				hypothetical protein
AFKFBACJ_01878	gene	492				
AFKFBACJ_01878	CDS	492				hypothetical protein
AFKFBACJ_01879	gene	852				
AFKFBACJ_01879	CDS	852				hypothetical protein
AFKFBACJ_01880	gene	798				
AFKFBACJ_01880	CDS	798				hypothetical protein
AFKFBACJ_01881	gene	468				
AFKFBACJ_01881	CDS	468				hypothetical protein
AFKFBACJ_01882	gene	216				
AFKFBACJ_01882	CDS	216				hypothetical protein
AFKFBACJ_01883	gene	936	lon2			
AFKFBACJ_01883	CDS	936	lon2	3.4.21.53	COG1067	Lon protease 2
AFKFBACJ_01884	gene	1173	clcA_2			
AFKFBACJ_01884	CDS	1173	clcA_2			H(+)/Cl(-) exchange transporter ClcA
AFKFBACJ_01885	gene	192				
AFKFBACJ_01885	CDS	192				hypothetical protein
AFKFBACJ_01886	gene	657	ppsC			
AFKFBACJ_01886	CDS	657	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
AFKFBACJ_01887	gene	351				
AFKFBACJ_01887	CDS	351				hypothetical protein
AFKFBACJ_01888	gene	351				
AFKFBACJ_01888	CDS	351				hypothetical protein
AFKFBACJ_01889	gene	1650				
AFKFBACJ_01889	CDS	1650				hypothetical protein
AFKFBACJ_01890	gene	225				
AFKFBACJ_01890	CDS	225				hypothetical protein
AFKFBACJ_01891	gene	1146	groL			
AFKFBACJ_01891	CDS	1146	groL		COG0459	60 kDa chaperonin
AFKFBACJ_01892	gene	321				
AFKFBACJ_01892	CDS	321				hypothetical protein
AFKFBACJ_01893	gene	1254	dadA1			
AFKFBACJ_01893	CDS	1254	dadA1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
AFKFBACJ_01894	gene	414				
AFKFBACJ_01894	CDS	414				hypothetical protein
AFKFBACJ_01895	gene	474				
AFKFBACJ_01895	CDS	474				hypothetical protein
AFKFBACJ_01896	gene	804	rlmA			
AFKFBACJ_01896	CDS	804	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
AFKFBACJ_01897	gene	330				
AFKFBACJ_01897	CDS	330				hypothetical protein
AFKFBACJ_01898	gene	915	pgrR_4			
AFKFBACJ_01898	CDS	915	pgrR_4			HTH-type transcriptional regulator PgrR
AFKFBACJ_01899	gene	333				
AFKFBACJ_01899	CDS	333				hypothetical protein
AFKFBACJ_01900	gene	780				
AFKFBACJ_01900	CDS	780				hypothetical protein
AFKFBACJ_01901	gene	1674	cotA			
AFKFBACJ_01901	CDS	1674	cotA		COG2132	Spore coat protein A
AFKFBACJ_01902	gene	1011	uvrB			
AFKFBACJ_01902	CDS	1011	uvrB		COG0556	UvrABC system protein B
AFKFBACJ_01903	gene	1152	doeA			
AFKFBACJ_01903	CDS	1152	doeA	3.5.4.44	COG0006	Ectoine hydrolase
AFKFBACJ_01904	gene	1230	oxyE			
AFKFBACJ_01904	CDS	1230	oxyE	1.14.13.232		6-methylpretetramide 4-monooxygenase
AFKFBACJ_01905	gene	2562	mdtC			
AFKFBACJ_01905	CDS	2562	mdtC			Multidrug resistance protein MdtC
AFKFBACJ_01906	gene	1341				
AFKFBACJ_01906	CDS	1341				hypothetical protein
AFKFBACJ_01907	gene	783	menB			
AFKFBACJ_01907	CDS	783	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
AFKFBACJ_01908	gene	705	bacC_3			
AFKFBACJ_01908	CDS	705	bacC_3	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
AFKFBACJ_01909	gene	729				
AFKFBACJ_01909	CDS	729				hypothetical protein
AFKFBACJ_01910	gene	3633				
AFKFBACJ_01910	CDS	3633				hypothetical protein
AFKFBACJ_01911	gene	1185				
AFKFBACJ_01911	CDS	1185				hypothetical protein
AFKFBACJ_01912	gene	1800				
AFKFBACJ_01912	CDS	1800				hypothetical protein
AFKFBACJ_01913	gene	156				
AFKFBACJ_01913	CDS	156				hypothetical protein
AFKFBACJ_01914	gene	228				
AFKFBACJ_01914	CDS	228				hypothetical protein
AFKFBACJ_01915	gene	981	pal_10			
AFKFBACJ_01915	CDS	981	pal_10			Peptidoglycan-associated lipoprotein
AFKFBACJ_01916	gene	339				
AFKFBACJ_01916	CDS	339				hypothetical protein
AFKFBACJ_01917	gene	399				
AFKFBACJ_01917	CDS	399				hypothetical protein
AFKFBACJ_01918	gene	660				
AFKFBACJ_01918	CDS	660				hypothetical protein
AFKFBACJ_01919	gene	207	miaA			
AFKFBACJ_01919	CDS	207	miaA	2.5.1.75		tRNA dimethylallyltransferase
AFKFBACJ_01920	gene	252	hfq			
AFKFBACJ_01920	CDS	252	hfq		COG1923	RNA-binding protein Hfq
AFKFBACJ_01921	gene	1278	hflX			
AFKFBACJ_01921	CDS	1278	hflX		COG2262	GTPase HflX
AFKFBACJ_01922	gene	1131	hflK_2			
AFKFBACJ_01922	CDS	1131	hflK_2		COG0330	Modulator of FtsH protease HflK
AFKFBACJ_01923	gene	1080				
AFKFBACJ_01923	CDS	1080				hypothetical protein
AFKFBACJ_01924	gene	1284	tylN_1			
AFKFBACJ_01924	CDS	1284	tylN_1	2.4.1.317		O-mycaminosyltylonolide 6-deoxyallosyltransferase
AFKFBACJ_01925	gene	1065	farB_1			
AFKFBACJ_01925	CDS	1065	farB_1			Fatty acid resistance protein FarB
AFKFBACJ_01926	gene	420				
AFKFBACJ_01926	CDS	420				hypothetical protein
AFKFBACJ_01927	gene	774	tpiA			
AFKFBACJ_01927	CDS	774	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
AFKFBACJ_01928	gene	1335	glmM			
AFKFBACJ_01928	CDS	1335	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
AFKFBACJ_01929	gene	855	folP			
AFKFBACJ_01929	CDS	855	folP	2.5.1.15	COG0294	Dihydropteroate synthase
AFKFBACJ_01930	gene	414				
AFKFBACJ_01930	CDS	414				hypothetical protein
AFKFBACJ_01931	gene	474				
AFKFBACJ_01931	CDS	474				hypothetical protein
AFKFBACJ_01932	gene	1596	ubiB			
AFKFBACJ_01932	CDS	1596	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
AFKFBACJ_01933	gene	621	ubiJ			
AFKFBACJ_01933	CDS	621	ubiJ			Ubiquinone biosynthesis accessory factor UbiJ
AFKFBACJ_01934	gene	90				
AFKFBACJ_01934	CDS	90				hypothetical protein
AFKFBACJ_01935	gene	543	scmP_1			
AFKFBACJ_01935	CDS	543	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
AFKFBACJ_01936	gene	597				
AFKFBACJ_01936	CDS	597				hypothetical protein
AFKFBACJ_01937	gene	492				
AFKFBACJ_01937	CDS	492				hypothetical protein
AFKFBACJ_01938	gene	300				
AFKFBACJ_01938	CDS	300				hypothetical protein
AFKFBACJ_01939	gene	702				
AFKFBACJ_01939	CDS	702				hypothetical protein
AFKFBACJ_01940	gene	516	ghrB			
AFKFBACJ_01940	CDS	516	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
AFKFBACJ_01941	gene	1188	cusB_1			
AFKFBACJ_01941	CDS	1188	cusB_1			Cation efflux system protein CusB
AFKFBACJ_01942	gene	1620	ttgC_1			
AFKFBACJ_01942	CDS	1620	ttgC_1			Toluene efflux pump outer membrane protein TtgC
AFKFBACJ_01943	gene	321				
AFKFBACJ_01943	CDS	321				hypothetical protein
AFKFBACJ_01944	gene	225				
AFKFBACJ_01944	CDS	225				hypothetical protein
AFKFBACJ_01945	gene	396	mscL			
AFKFBACJ_01945	CDS	396	mscL		COG1970	Large-conductance mechanosensitive channel
AFKFBACJ_01946	gene	879				
AFKFBACJ_01946	CDS	879				hypothetical protein
AFKFBACJ_01947	gene	498				
AFKFBACJ_01947	CDS	498				hypothetical protein
AFKFBACJ_01948	gene	297				
AFKFBACJ_01948	CDS	297				hypothetical protein
AFKFBACJ_01949	gene	513				
AFKFBACJ_01949	CDS	513				hypothetical protein
AFKFBACJ_01950	gene	300				
AFKFBACJ_01950	CDS	300				hypothetical protein
AFKFBACJ_01951	gene	588				
AFKFBACJ_01951	CDS	588				hypothetical protein
AFKFBACJ_01952	gene	978				
AFKFBACJ_01952	CDS	978				hypothetical protein
AFKFBACJ_01953	gene	852	mkl			
AFKFBACJ_01953	CDS	852	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
AFKFBACJ_01954	gene	804	mlaE_2			
AFKFBACJ_01954	CDS	804	mlaE_2		COG0767	Intermembrane phospholipid transport system permease protein MlaE
AFKFBACJ_01955	gene	309	rsbV			
AFKFBACJ_01955	CDS	309	rsbV		COG1366	Anti-sigma-B factor antagonist
AFKFBACJ_01956	gene	90				
AFKFBACJ_01956	CDS	90				hypothetical protein
AFKFBACJ_01957	gene	711				
AFKFBACJ_01957	CDS	711				hypothetical protein
AFKFBACJ_01958	gene	384				
AFKFBACJ_01958	CDS	384				hypothetical protein
AFKFBACJ_01959	gene	783	tatD			
AFKFBACJ_01959	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
AFKFBACJ_01960	gene	534				
AFKFBACJ_01960	CDS	534				hypothetical protein
AFKFBACJ_01961	gene	1347				
AFKFBACJ_01961	CDS	1347				hypothetical protein
AFKFBACJ_01962	gene	687	blh_2			
AFKFBACJ_01962	CDS	687	blh_2	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
AFKFBACJ_01963	gene	960				
AFKFBACJ_01963	CDS	960				hypothetical protein
AFKFBACJ_01964	gene	381				
AFKFBACJ_01964	CDS	381				hypothetical protein
AFKFBACJ_01965	gene	627				
AFKFBACJ_01965	CDS	627				hypothetical protein
AFKFBACJ_01966	gene	906	dmlR_3			
AFKFBACJ_01966	CDS	906	dmlR_3			HTH-type transcriptional regulator DmlR
AFKFBACJ_01967	gene	522	glpE			
AFKFBACJ_01967	CDS	522	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
AFKFBACJ_01968	gene	1356				
AFKFBACJ_01968	CDS	1356				hypothetical protein
AFKFBACJ_01969	gene	441				
AFKFBACJ_01969	CDS	441				hypothetical protein
AFKFBACJ_01970	gene	177				
AFKFBACJ_01970	CDS	177				hypothetical protein
AFKFBACJ_01971	gene	693				
AFKFBACJ_01971	CDS	693				hypothetical protein
AFKFBACJ_01972	gene	3207				
AFKFBACJ_01972	CDS	3207				hypothetical protein
AFKFBACJ_01973	gene	270				
AFKFBACJ_01973	CDS	270				hypothetical protein
AFKFBACJ_01974	gene	3171				
AFKFBACJ_01974	CDS	3171				hypothetical protein
AFKFBACJ_01975	gene	465	fumA			
AFKFBACJ_01975	CDS	465	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
AFKFBACJ_01976	gene	411				
AFKFBACJ_01976	CDS	411				hypothetical protein
AFKFBACJ_01977	gene	1152	acdA			
AFKFBACJ_01977	CDS	1152	acdA	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AFKFBACJ_01978	gene	1125				
AFKFBACJ_01978	CDS	1125				hypothetical protein
AFKFBACJ_01979	gene	1008	rssB_2			
AFKFBACJ_01979	CDS	1008	rssB_2			Regulator of RpoS
AFKFBACJ_01980	gene	630	cheB			
AFKFBACJ_01980	CDS	630	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
AFKFBACJ_01981	gene	840	cheR			
AFKFBACJ_01981	CDS	840	cheR	2.1.1.80		Chemotaxis protein methyltransferase
AFKFBACJ_01982	gene	1146	rcsC_4			
AFKFBACJ_01982	CDS	1146	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
AFKFBACJ_01983	gene	1038	gnu			
AFKFBACJ_01983	CDS	1038	gnu	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
AFKFBACJ_01984	gene	954				
AFKFBACJ_01984	CDS	954				hypothetical protein
AFKFBACJ_01985	gene	1458				
AFKFBACJ_01985	CDS	1458				hypothetical protein
AFKFBACJ_01986	gene	420				
AFKFBACJ_01986	CDS	420				hypothetical protein
AFKFBACJ_01987	gene	924	rdgC_1			
AFKFBACJ_01987	CDS	924	rdgC_1		COG2974	Recombination-associated protein RdgC
AFKFBACJ_01988	gene	219				
AFKFBACJ_01988	CDS	219				hypothetical protein
AFKFBACJ_01989	gene	759				
AFKFBACJ_01989	CDS	759				hypothetical protein
AFKFBACJ_01990	gene	516				
AFKFBACJ_01990	CDS	516				hypothetical protein
AFKFBACJ_01991	gene	105				
AFKFBACJ_01991	CDS	105				hypothetical protein
AFKFBACJ_01992	gene	1332	cusB_2			
AFKFBACJ_01992	CDS	1332	cusB_2			Cation efflux system protein CusB
AFKFBACJ_01993	gene	1317				
AFKFBACJ_01993	CDS	1317				hypothetical protein
AFKFBACJ_01994	gene	402				
AFKFBACJ_01994	CDS	402				hypothetical protein
AFKFBACJ_01995	gene	1284				
AFKFBACJ_01995	CDS	1284				hypothetical protein
AFKFBACJ_01996	gene	951				
AFKFBACJ_01996	CDS	951				hypothetical protein
AFKFBACJ_01997	gene	816	mutM			
AFKFBACJ_01997	CDS	816	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
AFKFBACJ_01998	gene	921	tolQ_2			
AFKFBACJ_01998	CDS	921	tolQ_2			Tol-Pal system protein TolQ
AFKFBACJ_01999	gene	420	exbD_3			
AFKFBACJ_01999	CDS	420	exbD_3		COG0848	Biopolymer transport protein ExbD
AFKFBACJ_02000	gene	192				
AFKFBACJ_02000	CDS	192				hypothetical protein
AFKFBACJ_02001	gene	666	rplY_2			
AFKFBACJ_02001	CDS	666	rplY_2		COG1825	50S ribosomal protein L25
AFKFBACJ_02002	gene	1275				
AFKFBACJ_02002	CDS	1275				hypothetical protein
AFKFBACJ_02003	gene	933				
AFKFBACJ_02003	CDS	933				hypothetical protein
AFKFBACJ_02004	gene	651				
AFKFBACJ_02004	CDS	651				hypothetical protein
AFKFBACJ_02005	gene	639	clpP_1			
AFKFBACJ_02005	CDS	639	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
AFKFBACJ_02006	gene	861				
AFKFBACJ_02006	CDS	861				hypothetical protein
AFKFBACJ_02007	gene	534				
AFKFBACJ_02007	CDS	534				hypothetical protein
AFKFBACJ_02008	gene	717				
AFKFBACJ_02008	CDS	717		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AFKFBACJ_02009	gene	1689	pcp_2			
AFKFBACJ_02009	CDS	1689	pcp_2	3.4.21.100		Pseudomonalisin
AFKFBACJ_02010	gene	939				
AFKFBACJ_02010	CDS	939				hypothetical protein
AFKFBACJ_02011	gene	2310				
AFKFBACJ_02011	CDS	2310				hypothetical protein
AFKFBACJ_02012	gene	594				
AFKFBACJ_02012	CDS	594				hypothetical protein
AFKFBACJ_02013	gene	228				
AFKFBACJ_02013	CDS	228				hypothetical protein
AFKFBACJ_02014	gene	474				
AFKFBACJ_02014	CDS	474				hypothetical protein
AFKFBACJ_02015	gene	621	msrA_1			
AFKFBACJ_02015	CDS	621	msrA_1	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
AFKFBACJ_02016	gene	453				
AFKFBACJ_02016	CDS	453				hypothetical protein
AFKFBACJ_02017	gene	741	coaX			
AFKFBACJ_02017	CDS	741	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
AFKFBACJ_02018	gene	711	birA			
AFKFBACJ_02018	CDS	711	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
AFKFBACJ_02019	gene	177	acsA			
AFKFBACJ_02019	CDS	177	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AFKFBACJ_02020	gene	843	lpxH_2			
AFKFBACJ_02020	CDS	843	lpxH_2	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
AFKFBACJ_02021	gene	639	cysH_1			
AFKFBACJ_02021	CDS	639	cysH_1	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
AFKFBACJ_02022	gene	1332	pknD_5			
AFKFBACJ_02022	CDS	1332	pknD_5	2.7.11.1		Serine/threonine-protein kinase PknD
AFKFBACJ_02023	gene	1284	bepC_1			
AFKFBACJ_02023	CDS	1284	bepC_1			Outer membrane efflux protein BepC
AFKFBACJ_02024	gene	657				
AFKFBACJ_02024	CDS	657				hypothetical protein
AFKFBACJ_02025	gene	1149	emrA_4			
AFKFBACJ_02025	CDS	1149	emrA_4			Colistin resistance protein EmrA
AFKFBACJ_02026	gene	915				
AFKFBACJ_02026	CDS	915				hypothetical protein
AFKFBACJ_02027	gene	891				
AFKFBACJ_02027	CDS	891				hypothetical protein
AFKFBACJ_02028	gene	954	pdeR			
AFKFBACJ_02028	CDS	954	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
AFKFBACJ_02029	gene	642				
AFKFBACJ_02029	CDS	642			COG2199	putative signaling protein
AFKFBACJ_02030	gene	459				
AFKFBACJ_02030	CDS	459				hypothetical protein
AFKFBACJ_02031	gene	285	ihfA_2			
AFKFBACJ_02031	CDS	285	ihfA_2		COG0776	Integration host factor subunit alpha
AFKFBACJ_02032	gene	1809				
AFKFBACJ_02032	CDS	1809				hypothetical protein
AFKFBACJ_02033	gene	705				
AFKFBACJ_02033	CDS	705				hypothetical protein
AFKFBACJ_02034	gene	963				
AFKFBACJ_02034	CDS	963				hypothetical protein
AFKFBACJ_02035	gene	1167	phnM_2			
AFKFBACJ_02035	CDS	1167	phnM_2	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
AFKFBACJ_02036	gene	702	frlR_2			
AFKFBACJ_02036	CDS	702	frlR_2		COG2188	putative fructoselysine utilization operon transcriptional repressor
AFKFBACJ_02037	gene	321				
AFKFBACJ_02037	CDS	321				hypothetical protein
AFKFBACJ_02038	gene	366				
AFKFBACJ_02038	CDS	366				hypothetical protein
AFKFBACJ_02039	gene	1014	fieF			
AFKFBACJ_02039	CDS	1014	fieF			Ferrous-iron efflux pump FieF
AFKFBACJ_02040	gene	1434	stp_2			
AFKFBACJ_02040	CDS	1434	stp_2			Multidrug resistance protein Stp
AFKFBACJ_02041	gene	198				
AFKFBACJ_02041	CDS	198				hypothetical protein
AFKFBACJ_02042	gene	561				
AFKFBACJ_02042	CDS	561				hypothetical protein
AFKFBACJ_02043	gene	933	kynB			
AFKFBACJ_02043	CDS	933	kynB	3.5.1.9		Kynurenine formamidase
AFKFBACJ_02044	gene	201				
AFKFBACJ_02044	CDS	201				hypothetical protein
AFKFBACJ_02045	gene	966				
AFKFBACJ_02045	CDS	966				hypothetical protein
AFKFBACJ_02046	gene	795				
AFKFBACJ_02046	CDS	795				hypothetical protein
AFKFBACJ_02047	gene	1278	clpX			
AFKFBACJ_02047	CDS	1278	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
AFKFBACJ_02048	gene	624	clpP_2			
AFKFBACJ_02048	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
AFKFBACJ_02049	gene	1242	tig			
AFKFBACJ_02049	CDS	1242	tig	5.2.1.8	COG0544	Trigger factor
AFKFBACJ_02050	gene	1185	hbaA			
AFKFBACJ_02050	CDS	1185	hbaA	6.2.1.25	COG0365	4-hydroxybenzoate--CoA/benzoate--CoA ligase
AFKFBACJ_02051	gene	333				
AFKFBACJ_02051	CDS	333				hypothetical protein
AFKFBACJ_02052	gene	933				
AFKFBACJ_02052	CDS	933				hypothetical protein
AFKFBACJ_02053	gene	1053				
AFKFBACJ_02053	CDS	1053				hypothetical protein
AFKFBACJ_02054	gene	594				
AFKFBACJ_02054	CDS	594				hypothetical protein
AFKFBACJ_02055	gene	363				
AFKFBACJ_02055	CDS	363				hypothetical protein
AFKFBACJ_02056	gene	1050				
AFKFBACJ_02056	CDS	1050				hypothetical protein
AFKFBACJ_02057	gene	570				
